Species,Genus,Family,Infraorder,Suborder,Order,Diet,Early Age,Late Age,Early Period,Late Period,Max MYA,Min MYA,Lifespan (MYA)
Guaibasaurus candelariensis,Guaibasaurus,Guaibasauridae,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Issi saaneq,Issi,Plateosauridae,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Plateosauravus cullingworthi,Plateosauravus,,,Sauropodomorpha,Saurischia,,Norian,Rhaetian,Upper Triassic,Upper Triassic,227.0,201.4,25.599999999999994
Plateosaurus elizae,Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,Herbivore,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic,208.5,201.4,7.099999999999994
Plateosaurus engelhardti,Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,Herbivore,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Plateosaurus erlenbergiensis,Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,Herbivore,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic,208.5,201.4,7.099999999999994
Plateosaurus gracilis,Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,Herbivore,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Plateosaurus longiceps,Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,Herbivore,Norian,Rhaetian,Upper Triassic,Upper Triassic,227.0,201.4,25.599999999999994
Plateosaurus trossingensis,Plateosaurus,Plateosauridae,,Sauropodomorpha,Saurischia,Herbivore,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Ruehleia bedheimensis,Ruehleia,,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Unaysaurus tolentinoi,Unaysaurus,,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Xixiposaurus suni,Xixiposaurus,,,Sauropodomorpha,Saurischia,,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,201.4,192.9,8.5
Chromogisaurus novasi,Chromogisaurus,Saturnaliidae,,Sauropodomorpha,Saurischia,,Carnian,Carnian,Upper Triassic,Upper Triassic,237.0,227.0,10.0
Pampadromaeus barberenai,Pampadromaeus,Saturnaliidae,,Sauropodomorpha,Saurischia,,Carnian,Norian,Upper Triassic,Upper Triassic,237.0,208.5,28.5
Panphagia protos,Panphagia,Saturnaliidae,,Sauropodomorpha,Saurischia,,Carnian,Carnian,Upper Triassic,Upper Triassic,237.0,227.0,10.0
Saturnalia tupiniquim,Saturnalia,Saturnaliidae,,Sauropodomorpha,Saurischia,,Carnian,Norian,Upper Triassic,Upper Triassic,237.0,208.5,28.5
Arcusaurus pereirabdalorum,Arcusaurus,,,Sauropodomorpha,Saurischia,,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,201.4,192.9,8.5
Asylosaurus yalensis,Asylosaurus,,,Sauropodomorpha,Saurischia,,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic,208.5,201.4,7.099999999999994
Buriolestes schultzi,Buriolestes,,,Sauropodomorpha,Saurischia,,Carnian,Carnian,Upper Triassic,Upper Triassic,237.0,227.0,10.0
Efraasia minor,Efraasia,,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Eoraptor lunensis,Eoraptor,,,Sauropodomorpha,Saurischia,,Carnian,Carnian,Upper Triassic,Upper Triassic,233.4,227.0,6.400000000000006
Kholumolumo ellenbergerorum,Kholumolumo,,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Mbiresaurus raathi,Mbiresaurus,,,Sauropodomorpha,Saurischia,,Carnian,Carnian,Upper Triassic,Upper Triassic,237.0,227.0,10.0
Nambalia roychowdhurii,Nambalia,,,Sauropodomorpha,Saurischia,,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Pantydraco caducus,Pantydraco,,,Sauropodomorpha,Saurischia,,Carnian,Carnian,Upper Triassic,Upper Triassic,237.0,227.0,10.0
Qianlong shouhu,Qianlong,,,Sauropodomorpha,Saurischia,,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic,199.5,192.9,6.599999999999994
Thecodontosaurus antiquus,Thecodontosaurus,Thecodontosauridae,,Sauropodomorpha,Saurischia,,Carnian,Rhaetian,Upper Triassic,Upper Triassic,237.0,201.4,35.599999999999994
Thecodontosaurus minimus,Thecodontosaurus,Thecodontosauridae,,Sauropodomorpha,Saurischia,,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,201.4,192.9,8.5
Abrosaurus dongpoensis,Abrosaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,170.9,154.8,16.099999999999994
Analong chuanjieensis,Analong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,170.9,168.2,2.700000000000017
Anhuilong diboensis,Anhuilong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,174.7,161.5,13.199999999999989
Bellusaurus sui,Bellusaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Chuanjiesaurus anaensis,Chuanjiesaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,170.9,168.2,2.700000000000017
Daanosaurus zhangi,Daanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Eomamenchisaurus yuanmouensis,Eomamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,174.7,161.5,13.199999999999989
Huangshanlong anhuiensis,Huangshanlong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,174.7,161.5,13.199999999999989
Hudiesaurus sinojapanorum,Hudiesaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Jingia dongxingensis,Jingia,,,,,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,154.8,149.2,5.600000000000023
Klamelisaurus gobiensis,Klamelisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Mamenchisaurus anyuensis,Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Aptian,Upper Jurassic,Lower Cretaceous,161.5,113.0,48.5
Mamenchisaurus constructus,Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,161.5,145.0,16.5
Mamenchisaurus hochuanensis,Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic,168.2,145.0,23.19999999999999
Mamenchisaurus jingyanensis,Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Mamenchisaurus sinocanadorum,Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Mamenchisaurus youngi,Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Omeisaurus changshouensis,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Omeisaurus fuxiensis,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Omeisaurus jiaoi,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,170.9,154.8,16.099999999999994
Omeisaurus junghsiensis,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bajocian,Tithonian,Middle Jurassic,Upper Jurassic,170.9,145.0,25.900000000000006
Omeisaurus luoquanensis,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Omeisaurus maoianus,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Omeisaurus puxiani,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Omeisaurus tianfuensis,Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,170.9,154.8,16.099999999999994
Qijianglong guokr,Qijianglong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,161.5,145.0,16.5
Rhomaleopakhus turpanensis,Rhomaleopakhus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Tonganosaurus hei,Tonganosaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic,201.4,174.7,26.700000000000017
Wamweracaudia keranjei,Wamweracaudia,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,145.0,4.199999999999989
Xinjiangtitan shanshanesis,Xinjiangtitan,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic,168.2,145.0,23.19999999999999
Yuanmousaurus jiangyiensis,Yuanmousaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,174.7,161.5,13.199999999999989
Amargasaurus cazaui,Amargasaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Amargatitanis macni,Amargatitanis,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Bajadasaurus pronuspinax,Bajadasaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,140.6,132.6,8.0
Brachytrachelopan mesai,Brachytrachelopan,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,146.3,8.5
Dicraeosaurus hansemanni,Dicraeosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,161.5,145.0,16.5
Dicraeosaurus sattleri,Dicraeosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Dyslocosaurus polyonychius,Dyslocosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Kaatedocus siberi,Kaatedocus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,154.8,149.2,5.600000000000023
Lingwulong shenqi,Lingwulong,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,174.7,161.5,13.199999999999989
Pilmatueia faundezi,Pilmatueia,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Smitanosaurus agilis,Smitanosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Suuwassea emilieae,Suuwassea,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Tharosaurus indicus,Tharosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,168.2,165.3,2.8999999999999773
Ardetosaurus viator,Ardetosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,154.8,149.2,5.600000000000023
Barosaurus lentus,Barosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Dinheirosaurus lourinhanensis,Dinheirosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Diplodocus carnegii,Diplodocus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Diplodocus hallorum,Diplodocus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Diplodocus longus,Diplodocus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Galeamopus hayi,Galeamopus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Galeamopus pabsti,Galeamopus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Leinkupal laticauda,Leinkupal,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,140.6,132.6,8.0
Supersaurus vivianae,Supersaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Tornieria africana,Tornieria,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Apatosaurus ajax,Apatosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Apatosaurus louisae,Apatosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Brontosaurus excelsus,Brontosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Brontosaurus parvus,Brontosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Brontosaurus yahnahpin,Brontosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Demandasaurus darwini,Demandasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Nigersaurus taqueti,Nigersaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Tataouinea hannibalis,Tataouinea,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,100.5,12.5
Cathartesaura anaerobica,Cathartesaura,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Katepensaurus goicoecheai,Katepensaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Limaysaurus tessonei,Limaysaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Nopcsaspondylus alarconensis,Nopcsaspondylus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Rayososaurus agrioensis,Rayososaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Rebbachisaurus garasbae,Rebbachisaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous,106.2,93.9,12.299999999999997
Agustinia ligabuei,Agustinia,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,100.5,12.5
Amazonsaurus maranhensis,Amazonsaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,119.5,106.2,13.299999999999997
Campananeyen fragilissimus,Campananeyen,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Comahuesaurus windhauseni,Comahuesaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,119.5,109.9,9.599999999999994
Histriasaurus boscarollii,Histriasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,132.6,121.4,11.199999999999989
Itapeuasaurus cajapioensis,Itapeuasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Lavocatisaurus agrioensis,Lavocatisaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,109.9,11.5
Maraapunisaurus fragillimus,Maraapunisaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,145.0,4.199999999999989
Sidersaura marae,Sidersaura,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Xenoposeidon proneneukos,Xenoposeidon,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,140.6,132.6,8.0
Zapalasaurus bonapartei,Zapalasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Amphicoelias altus,Amphicoelias,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,146.3,2.8999999999999773
Amphicoelias brontodiplodocus,Amphicoelias,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Kimmeridgian,Upper Jurassic,Upper Jurassic,157.9,152.2,5.700000000000017
Haplocanthosaurus delfsi,Haplocanthosaurus,Haplocanthosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Haplocanthosaurus priscus,Haplocanthosaurus,Haplocanthosauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Camarasaurus grandis,Camarasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Camarasaurus lentus,Camarasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Camarasaurus lewisi,Camarasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,154.8,149.2,5.600000000000023
Camarasaurus supremus,Camarasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Morosaurus marchei,Camarasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Lourinhasaurus alenquerensis,Lourinhasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Europasaurus holgeri,Europasaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Tehuelchesaurus benitezii,Tehuelchesaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,157.9,145.0,12.900000000000006
Diamantinasaurus matildae,Diamantinasaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Mansourasaurus shahinae,Mansourasaurus,,Titanosauria,Sauropodomorpha,Saurischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Sarmientosaurus musacchioi,Sarmientosaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Savannasaurus elliottorum,Savannasaurus,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Wintonotitan wattsi,Wintonotitan,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Daxiatitan binglingi,Daxiatitan,,Titanosauria,Sauropodomorpha,Saurischia,Herbivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,113.0,12.769999999999996
Erketu ellisoni,Erketu,,Sauropoda,Sauropodomorpha,Saurischia,Herbivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
