Name,Genus,Parent Taxon,Family,Order,Class,Number of Occurrences,First Appearance (MYA),Last Appearance (MYA),Early Interval,Late Interval,Era
Gracilornis jiufotangensis,Gracilornis,Cathayornithidae,Cathayornithidae,Cathayornithiformes,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Longchengornis sanyanensis,Longchengornis,Cathayornithidae,Cathayornithidae,Cathayornithiformes,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Dapingfangornis sentisorhinus,Dapingfangornis,Eoenantiornithidae,Eoenantiornithidae,Eoenantiornithiformes,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Avisaurus archibaldi,Avisaurus,Avisauridae,Avisauridae,Theropoda,Reptilia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Bauxitornis mindszentyae,Bauxitornis,Avisauridae,Avisauridae,Theropoda,Reptilia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Enantiophoenix electrophyla,Enantiophoenix,Avisauridae,Avisauridae,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Gettyia gloriae,Gettyia,Avisauridae,Avisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Halimornis thompsoni,Halimornis,Avisauridae,Avisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Intiornis inexpectatus,Intiornis,Avisauridae,Avisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Mirarce eatoni,Mirarce,Avisauridae,Avisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Neuquenornis volans,Neuquenornis,Avisauridae,Avisauridae,Theropoda,Reptilia,2,86.3,83.6,Santonian,Santonian,Cretaceous
Soroavisaurus australis,Soroavisaurus,Avisauridae,Avisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Bohaiornis guoi,Bohaiornis,Bohaiornithidae,Bohaiornithidae,Theropoda,Reptilia,2,121.4,113.0,Aptian,Aptian,Cretaceous
Longusunguis kurochkini,Longusunguis,Bohaiornithidae,Bohaiornithidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Parabohaiornis martini,Parabohaiornis,Bohaiornithidae,Bohaiornithidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Shenqiornis mengi,Shenqiornis,Bohaiornithidae,Bohaiornithidae,Theropoda,Reptilia,1,161.5,121.4,Oxfordian,Barremian,
Sulcavis geeorum,Sulcavis,Bohaiornithidae,Bohaiornithidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Zhouornis hani,Zhouornis,Bohaiornithidae,Bohaiornithidae,Theropoda,Reptilia,2,121.4,113.0,Aptian,Aptian,Cretaceous
Boluochia zhengi,Boluochia,Longipterygidae,Longipterygidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Camptodontornis yangi,Camptodontornis,Longipterygidae,Longipterygidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Longipteryx chaoyangensis,Longipteryx,Longipterygidae,Longipterygidae,Theropoda,Reptilia,2,121.4,113.0,Aptian,Aptian,Cretaceous
Longirostravis hani,Longirostravis,Longipterygidae,Longipterygidae,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Rapaxavis pani,Rapaxavis,Longipterygidae,Longipterygidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Shanweiniao cooperorum,Shanweiniao,Longipterygidae,Longipterygidae,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Shengjingornis yangi,Shengjingornis,Longipterygidae,Longipterygidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Chiappeavis magnapremaxillo,Chiappeavis,Pengornithidae,Pengornithidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Eopengornis martini,Eopengornis,Pengornithidae,Pengornithidae,Theropoda,Reptilia,1,132.6,125.77,Hauterivian,Hauterivian,Cretaceous
Parapengornis eurycaudatus,Parapengornis,Pengornithidae,Pengornithidae,Theropoda,Reptilia,2,125.77,113.0,Barremian,Aptian,Cretaceous
Pengornis houi,Pengornis,Pengornithidae,Pengornithidae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Yuanchuavis kompsosoura,Yuanchuavis,Pengornithidae,Pengornithidae,Theropoda,Reptilia,1,145.0,100.5,Berriasian,Albian,Cretaceous
Avimaia schweitzerae,Avimaia,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Brevirostruavis macrohyoideus,Brevirostruavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Castignovolucris sebei,Castignovolucris,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Cathayornis yandica,Cathayornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Concornis lacustris,Concornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,125.77,121.4,Barremian,Barremian,Cretaceous
Cruralispennia multidonta,Cruralispennia,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,132.6,125.77,Hauterivian,Hauterivian,Cretaceous
Dunhuangia cuii,Dunhuangia,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Elektorornis chenguangi,Elektorornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Elsornis keni,Elsornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Eoalulavis hoyasi,Eoalulavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Eocathayornis walkeri,Eocathayornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Eoenantiornis buhleri,Eoenantiornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Evgenavis nobilis,Evgenavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,113.0,Barremian,Aptian,Cretaceous
Falcatakely forsterae,Falcatakely,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Feitianius paradisi,Feitianius,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Flexomornis howei,Flexomornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Fortunguavis xiaotaizicus,Fortunguavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Gobipipus reshetovi,Gobipipus,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Gobipteryx minuta,Gobipteryx,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,4,83.6,72.1,Campanian,Campanian,Cretaceous
Gretcheniao sinensis,Gretcheniao,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Holbotia ponomarenkoi,Holbotia,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,132.6,121.4,Hauterivian,Barremian,Cretaceous
Houornis caudatus,Houornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Huoshanornis huji,Huoshanornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Iberomesornis romerali,Iberomesornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Junornis houi,Junornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Lectavis bretincola,Lectavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Linyiornis amoena,Linyiornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Microenantiornis vulgaris,Microenantiornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Monoenantiornis sihedangia,Monoenantiornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Musivavis amabilis,Musivavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Noguerornis gonzalezi,Noguerornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Orienantius ritteri,Orienantius,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,132.6,125.77,Hauterivian,Hauterivian,Cretaceous
Otogornis genghisi,Otogornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Paraprotopteryx gracilis,Paraprotopteryx,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,132.6,125.77,Hauterivian,Hauterivian,Cretaceous
Parvavis chuxiongensis,Parvavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,93.9,83.6,Turonian,Santonian,Cretaceous
Piscivorenantiornis inusitatus,Piscivorenantiornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Protopteryx fengningensis,Protopteryx,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,132.6,121.4,Hauterivian,Barremian,Cretaceous
Pterygornis dapingfangensis,Pterygornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Qiliania graffini,Qiliania,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Shangyang graciles,Shangyang,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Sinornis santensis,Sinornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Vescornis hebeiensis,Vescornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Xiangornis shenmi,Xiangornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Yatenavis ieujensis,Yatenavis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Yuanjiawaornis viriosus,Yuanjiawaornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Yungavolucris brevipedalis,Yungavolucris,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Yuornis junchangi,Yuornis,Enantiornithes,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Alamitornis minutus,Alamitornis,Ornithothoraces,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Xinghaiornis lini,Xinghaiornis,Ornithothoraces,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Kompsornis longicaudus,Kompsornis,Jeholornithiformes,NO_FAMILY_SPECIFIED,Jeholornithiformes,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Neimengornis rectusmim,Neimengornis,Jeholornithiformes,NO_FAMILY_SPECIFIED,Jeholornithiformes,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Alcmonavis poeschli,Alcmonavis,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,149.2,146.3,Tithonian,Tithonian,Jurassic
Archaeopteryx albersdoerferi,Archaeopteryx,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,149.2,146.3,Tithonian,Tithonian,Jurassic
Archaeopteryx lithographica,Archaeopteryx,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,149.2,146.3,Tithonian,Tithonian,Jurassic
Jurapteryx recurva,Archaeopteryx,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,149.2,146.3,Tithonian,Tithonian,Jurassic
Aurornis xui,Aurornis,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,168.2,152.2,Bathonian,Kimmeridgian,Jurassic
Dalianraptor cuhe,Dalianraptor,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Fujianvenator prodigiosus,Fujianvenator,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Fukuipteryx prima,Fukuipteryx,Avialae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Ilerdopteryx viai,Ilerdopteryx,Archaeornithes,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,125.77,121.4,Barremian,Barremian,Cretaceous
Changchengornis hengdaoziensis,Changchengornis,Confuciusornithidae,Confuciusornithidae,Confuciusornithiformes,Aves,1,125.77,119.5,Barremian,Aptian,Cretaceous
Confuciusornis dui,Confuciusornis,Confuciusornithidae,Confuciusornithidae,Confuciusornithiformes,Aves,1,125.77,119.5,Barremian,Aptian,Cretaceous
Confuciusornis sanctus,Confuciusornis,Confuciusornithidae,Confuciusornithidae,Confuciusornithiformes,Aves,3,125.77,113.0,Barremian,Aptian,Cretaceous
Eoconfuciusornis zhengi,Eoconfuciusornis,Confuciusornithidae,Confuciusornithidae,Confuciusornithiformes,Aves,1,132.6,121.4,Hauterivian,Barremian,Cretaceous
Jibeinia luanhera,Jibeinia,Confuciusornithidae,Confuciusornithidae,Confuciusornithiformes,Aves,2,125.77,119.5,Barremian,Aptian,Cretaceous
Yangavis confucii,Yangavis,Confuciusornithidae,Confuciusornithidae,Confuciusornithiformes,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Chongmingia zhengi,Chongmingia,Jinguofortisidae,Jinguofortisidae,NO_ORDER_SPECIFIED,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Cratonavis zhui,Cratonavis,Jinguofortisidae,Jinguofortisidae,NO_ORDER_SPECIFIED,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Jinguofortis perplexus,Jinguofortis,Jinguofortisidae,Jinguofortisidae,NO_ORDER_SPECIFIED,Aves,1,125.77,121.4,Barremian,Barremian,Cretaceous
Sapeornis chaoyangensis,Sapeornis,Pygostylia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,3,125.77,113.0,Barremian,Aptian,Cretaceous
Gallornis straeleni,Gallornis,Torotigidae,Torotigidae,Ciconiiformes,Aves,1,132.6,125.77,Hauterivian,Hauterivian,Cretaceous
Torotix clemensi,Torotix,Pelecaniformes,NO_FAMILY_SPECIFIED,Pelecaniformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Tytthostonyx glauconiticus,Tytthostonyx,Tytthostonychidae,Tytthostonychidae,Procellariiformes,Aves,1,72.1,61.6,Maastrichtian,Danian,
Lonchodytes estesi,Lonchodytes,Aequornithes,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Horezmavis eocretacea,Horezmavis,Gruiformes,NO_FAMILY_SPECIFIED,Gruiformes,Aves,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Maaqwi cascadensis,Maaqwi,Vegaviidae,Vegaviidae,Anseriformes,Aves,1,83.6,72.1,Campanian,Campanian,Cretaceous
Neogaeornis wetzeli,Neogaeornis,Vegaviidae,Vegaviidae,Anseriformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Polarornis gregorii,Polarornis,Vegaviidae,Vegaviidae,Anseriformes,Aves,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Teviornis gobiensis,Teviornis,Presbyornithidae,Presbyornithidae,Anseriformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Anatalavis rex,Anatalavis,Anseriformes,NO_FAMILY_SPECIFIED,Anseriformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Vegavis iaai,Vegavis,Anseriformes,NO_FAMILY_SPECIFIED,Anseriformes,Aves,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Asteriornis maastrichtensis,Asteriornis,Pangalloanserae,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Praeornis sharovi,Praeornis,Praeornithidae,Praeornithidae,Praeornithiformes,Aves,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Ceramornis major,Ceramornis,Cimolopterygidae,Cimolopterygidae,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Cimolopteryx maxima,Cimolopteryx,Cimolopterygidae,Cimolopterygidae,Charadriiformes,Aves,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Cimolopteryx rara,Cimolopteryx,Cimolopterygidae,Cimolopterygidae,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Lamarqueavis australis,Lamarqueavis,Cimolopterygidae,Cimolopterygidae,Charadriiformes,Aves,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Lamarqueavis minima,Lamarqueavis,Cimolopterygidae,Cimolopterygidae,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Lamarqueavis petra,Lamarqueavis,Cimolopterygidae,Cimolopterygidae,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Laornis edvardsianus,Laornis,Graculavidae,Graculavidae,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Palaeotringa littoralis,Palaeotringa,Graculavidae,Graculavidae,Charadriiformes,Aves,2,72.1,61.6,Maastrichtian,Danian,
Palaeotringa vagans,Palaeotringa,Graculavidae,Graculavidae,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Graculavus augustus,Graculavus,Charadriiformes,NO_FAMILY_SPECIFIED,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Graculavus velox,Graculavus,Charadriiformes,NO_FAMILY_SPECIFIED,Charadriiformes,Aves,2,72.1,61.6,Maastrichtian,Danian,
Telmatornis priscus,Telmatornis,Charadriiformes,NO_FAMILY_SPECIFIED,Charadriiformes,Aves,3,72.1,61.6,Maastrichtian,Danian,
Volgavis marina,Volgavis,Charadriiformes,NO_FAMILY_SPECIFIED,Charadriiformes,Aves,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Mystiornis cyrili,Mystiornis,Mystiornithidae,Mystiornithidae,Mystiornithiformes,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Omnivoropteryx sinousaorum,Omnivoropteryx,Omnivoropterygidae,Omnivoropterygidae,Omnivoropterygiformes,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Yandangornis longicaudus,Yandangornis,Yandangithidae,Yandangithidae,Yandangithiformes,Aves,1,83.6,72.1,Campanian,Campanian,Cretaceous
Ignotornis yangi,Ignotornis,Ignotornidae,Ignotornidae,NO_ORDER_SPECIFIED,Aves,1,121.4,100.5,Aptian,Albian,Cretaceous
Jeholornis curvipes,Jeholornis,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,125.77,119.5,Barremian,Aptian,Cretaceous
Jeholornis palmapenis,Jeholornis,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Jeholornis prima,Jeholornis,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,121.4,113.0,Aptian,Aptian,Cretaceous
Jixiangornis orientalis,Jixiangornis,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,125.77,119.5,Barremian,Aptian,Cretaceous
Platanavis nana,Platanavis,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,93.9,89.8,Turonian,Turonian,Cretaceous
Proornis coreae,Proornis,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,145.0,100.5,Berriasian,Albian,Cretaceous
Shenzhouraptor sinensis,Shenzhouraptor,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,1,125.77,119.5,Barremian,Aptian,Cretaceous
Yacoraitichnus avis,Yacoraitichnus,Aves,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aves,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Boreonykus certekorum,Boreonykus,Dromaeosaurinae,Dromaeosauridae,Theropoda,Reptilia,2,83.6,72.1,Campanian,Campanian,Cretaceous
Dakotaraptor steini,Dakotaraptor,Dromaeosaurinae,Dromaeosauridae,Theropoda,Reptilia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Dromaeosaurus albertensis,Dromaeosaurus,Dromaeosaurinae,Dromaeosauridae,Theropoda,Reptilia,20,109.9,66.0,Albian,Maastrichtian,Cretaceous
Dromaeosaurus explanatus,Dromaeosaurus,Dromaeosaurinae,Dromaeosauridae,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Itemirus medullaris,Itemirus,Dromaeosaurinae,Dromaeosauridae,Theropoda,Reptilia,5,93.9,89.8,Turonian,Turonian,Cretaceous
Yurgovuchia doellingi,Yurgovuchia,Dromaeosaurinae,Dromaeosauridae,Theropoda,Reptilia,1,140.6,132.6,Berriasian,Valanginian,Cretaceous
Atrociraptor marshalli,Atrociraptor,Saurornitholestinae,Dromaeosauridae,Theropoda,Reptilia,5,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Saurornitholestes langstoni,Saurornitholestes,Saurornitholestinae,Dromaeosauridae,Theropoda,Reptilia,78,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Saurornitholestes sullivani,Saurornitholestes,Saurornitholestinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Acheroraptor temertyorum,Acheroraptor,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Dineobellator notohesperus,Dineobellator,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Kansaignathus sogdianus,Kansaignathus,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Linheraptor exquisitus,Linheraptor,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Tsaagan mangas,Tsaagan,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Velociraptor mongoliensis,Velociraptor,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,10,89.8,66.0,Coniacian,Maastrichtian,Cretaceous
Velociraptor osmolskae,Velociraptor,Velociraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Achillobator giganticus,Achillobator,Eudromaeosauria,Dromaeosauridae,Theropoda,Reptilia,1,100.5,83.6,Cenomanian,Santonian,Cretaceous
Adasaurus mongoliensis,Adasaurus,Eudromaeosauria,Dromaeosauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Deinonychus antirrhopus,Deinonychus,Eudromaeosauria,Dromaeosauridae,Theropoda,Reptilia,35,121.4,93.9,Aptian,Cenomanian,Cretaceous
Utahraptor ostrommaysi,Utahraptor,Eudromaeosauria,Dromaeosauridae,Theropoda,Reptilia,2,139.8,132.6,Valanginian,Valanginian,Cretaceous
Vectiraptor greeni,Vectiraptor,Eudromaeosauria,Dromaeosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Halszkaraptor escuilliei,Halszkaraptor,Halszkaraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Hulsanpes perlei,Hulsanpes,Halszkaraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Mahakala omnogovae,Mahakala,Halszkaraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Natovenator polydontus,Natovenator,Halszkaraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Changyuraptor yangi,Changyuraptor,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Graciliraptor lujiatunensis,Graciliraptor,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Hesperonychus elizabethae,Hesperonychus,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,4,83.6,72.1,Campanian,Campanian,Cretaceous
Microraptor gui,Microraptor,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Microraptor hanqingi,Microraptor,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Microraptor zhaoianus,Microraptor,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,3,121.4,113.0,Aptian,Aptian,Cretaceous
Shanag ashile,Shanag,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,145.0,100.5,Berriasian,Albian,Cretaceous
Sinornithosaurus millenii,Sinornithosaurus,Microraptorinae,Dromaeosauridae,Theropoda,Reptilia,1,125.77,119.5,Barremian,Aptian,Cretaceous
